#Latin name	Filename (NCBI Taxonomy ID)
Anacardium occidentale	171929
Anacridium aegyptium entomopoxvirus	124304
Anadara trapezia	6556
Anaerobranca gottschalkii	108328
Anaerobranca horikoshii	42448
Anaeromyces sp. W-98	191512
Anaeromyxobacter dehalogenans 2CP-C	290397
Anaeromyxobacter sp. Fw109-5	404589
Anaerostipes caccae	105841
Anagrapha falcifera MNPV	307460
Anagyris vein yellowing virus	312275
Ananas comosus	4615
Anaplasma centrale	769
Anaplasma marginale	770
Anaplasma marginale str. Florida	320483
Anaplasma marginale str. St. Maries	234826
Anaplasma ovis	142058
Anaplasma phagocytophilum	948
Anaplasma phagocytophilum HZ	212042
Anaplasma platys	949
Anarhichas lupus	8204
Anarhichas minor	65739
Anas platyrhynchos	8839
Anas platyrhynchos x Cairina moschata (domestic duck x muscovy	8841
Anas sp.	42806
Anastrepha amita	95490
Anastrepha bistrigata	95497
Anastrepha fraterculus	95504
Anastrepha grandis	87114
Anastrepha obliqua	95512
Anastrepha serpentina	43388
Anastrepha sororcula	95519
Anastrepha striata	95521
Anastrepha suspensa	28587
Anatolica polita borealis	442711
Anchusa officinalis	89630
Ancylobacter aquaticus	100
Ancylostoma caninum	29170
Ancylostoma ceylanicum	53326
Ancylostoma duodenale	51022
Andean potato latent virus	73819
Andean potato mottle virus	12259
Andes virus	46607
Andraca bipunctata granulovirus	270494
Andrias japonicus	166789
Androctonus amoreuxi	112024
Androctonus australis	6858
Androctonus mauretanicus mauretanicus	6860
Andrographis paniculata	175694
Aneides ferreus	154578
Anemia phyllitidis	12940
Anemone leveillei	212809
Anemonia erythraea	48400
Anemonia majano	105399
Anemonia rustica	444856
Anemonia sulcata	6108
Anemonia viridis	51769
Anethum graveolens	40922
Aneurinibacillus aneurinilyticus	1391
Aneurinibacillus sp. AM-1	400761
Aneurinibacillus thermoaerophilus	143495
Angelica archangelica	40949
Angelica dahurica	48101
Angelonia flower break virus	352882
Angelonia flower mottle virus	336861
Angiococcus disciformis	38
Angiopteris lygodiifolia	3267
Angiostrongylus cantonensis	6313
Anguilla anguilla	7936
Anguilla australis	7940
Anguilla japonica	7937
Anguilla rostrata	7938
Anguis fragilis	102178
Anisakis simplex	6269
Anisodus acutangulus	402998
Anisodus tanguticus	243964
Anisopteromalus calandrae	76800
Anniella pulchra	51957
Annona cherimola	49314
Annona squamosa	301693
Anoda geminivirus Yucatan	361696
Anolis carolinensis	28377
Anolis pulchellus	40675
Anolis sagrei	38937
Anomala cuprea	121601
Anomala cuprea entomopoxvirus	62099
Anopheles albimanus	7167
Anopheles aquasalis	42839
Anopheles arabiensis	7173
Anopheles cracens	123217
Anopheles culicifacies	139723
Anopheles darlingi	43151
Anopheles dirus	7168
Anopheles funestus	62324
Anopheles gambiae	7165
Anopheles gambiae str. PEST	180454
Anopheles maculatus	74869
Anopheles merus	30066
Anopheles minimus	112268
Anopheles quadriannulatus	34691
Anopheles quadrimaculatus	7166
Anopheles sinensis	74873
Anopheles stephensi	30069
Anoplius samariensis	200614
Anoplophora glabripennis	217634
Anoxybacillus flavithermus	33934
Anser anser	8843
Anser anser domesticus	8848
Anser anser rubrirostris	132591
Anser caerulescens	8849
Anser cygnoides	8845
Anser cygnoides orientalis	457285
Anser sp.	8847
Antarctic bacterium str. 643	129075
Antechinomys laniger	60701
Antechinus bellus	71384
Antechinus flavipes	38775
Antechinus godmani	71385
Antechinus leo	65606
Antechinus minimus	71386
Antechinus naso	38774
Antechinus sp.	71387
Antechinus stuartii	9283
Antechinus swainsonii	9284
Antheopsis maculata	280228
Antheraea assamensis cytoplasmic polyhedrosis virus	180166
Antheraea mylitta	34739
Antheraea mylitta cypovirus 4	180167
Antheraea pernyi	7119
Antheraea pernyi nucleopolyhedrovirus	161494
Antheraea polyphemus	7120
Antheraea proylei cytoplasmic polyhedrosis virus	180168
Antheraea yamamai	7121
Anthoceros formosae	48387
Anthoceros punctatus	3234
Anthocidaris crassispina	7629
Anthomedusae sp. DC-2005	328397
Anthomedusae sp. SL-2003	258841
Anthonomus grandis	7044
Anthopleura elegantissima	6110
Anthopleura japonica	67755
Anthopleura xanthogrammica	6112
Anthurium andraeanum	226677
Anticarsia gemmatalis MNPV	268591
Anticarsia gemmatalis nucleopolyhedrovirus	31507
Antidorcas marsupialis	59523
Antilocapra americana	9891
Antilope cervicapra	59525
Antirrhinum	4150
Antirrhinum hispanicum	49039
Antirrhinum hispanicum subsp. mollissimum	162390
Antirrhinum majus	4151
Antirrhinum majus subsp. majus	157260
Antirrhinum majus x Antirrhinum hispanicum	51610
Antithamnion sp.	2767
Antonospora locustae	278021
Anuroctonus phaiodactylus	246982
Aotinae gen. sp.	168015
Aotus azarai	30591
Aotus azarai boliviensis	280755
Aotus lemurinus	43147
Aotus lemurinus griseimembra	292213
Aotus nancymaae	37293
Aotus nigriceps	57175
Aotus sp.	231953
Aotus sp. Aot1	413234
Aotus sp. PDE-2004	261316
Aotus trivirgatus	9505
Aotus vociferans	57176
Apalone ferox	100213
Apeu virus	334520
Aphanizomenon cf. flos-aquae PMC9501	136083
Aphanizomenon cf. gracile 271	136082
Aphanizomenon flos-aquae 1tu26s2	267951
Aphanizomenon flos-aquae 1tu29s19	267949
Aphanizomenon flos-aquae 1tu37s13	267950
Aphanizomenon flos-aquae 202	284509
Aphanizomenon flos-aquae 326	284508
Aphanizomenon flos-aquae NIES-81	284502
Aphanizomenon flos-aquae PCC 7905	88824
Aphanizomenon flos-aquae PMC9401	284506
Aphanizomenon flos-aquae PMC9706	284505
Aphanizomenon flos-aquae PMC9707	284504
Aphanizomenon flos-aquae TR183	88825
Aphanizomenon flos-aquae var. klebahnii 218	285680
Aphanizomenon flos-aquae var. klebahnii 83	285681
Aphanizomenon gracile 1tu26s16	267953
Aphanizomenon gracile 219	285684
Aphanizomenon gracile PMC9402	285683
Aphanizomenon gracile str. 'HEANEY 1986/Camb140 1/1'	267952
Aphanizomenon issatschenkoi 0tu37s7	267954
Aphanizomenon ovalisporum	75695
Aphanocladium album	12942
Aphanomyces astaci	112090
Aphanomyces cochlioides	112091
Aphanothece halophytica	72020
Aphelenchus avenae	70226
Aphid lethal paralysis virus	209529
Aphidius ervi	37627
Aphis fabae	191316
Aphis gossypii	80765
Aphis sambuci	279267
Aphonopelma sp.	29932
Aphrocallistes beatrix	398365
Aphrocallistes vastus	83887
Aphrodita aculeata	45666
Apios americana	185702
Apis cerana	7461
Apis cerana cerana	94128
Apis cerana indica	94129
Apis cerana japonica	292787
Apis mellifera	7460
Apis mellifera carnica	88217
Apis mellifera ligustica	7469
Apis mellifera mellifera	44477
Apis mellifera scutellata	212527
Apium graveolens	4045
Apium graveolens var. dulce	117781
Aplysia californica	6500
Aplysia juliana	6506
Aplysia kurodai	6501
Aplysia limacina	6502
Aplysia parvula	6503
Aplysia punctata	71498
Aplysia sp.	6504
Apodemia mormo	42267
Apodemus agrarius	39030
Apodemus flavicollis	54292
Apodemus semotus	105299
Apodemus sylvaticus	10129
Apoi virus	64280
Aporrectodea caliginosa	302032
Aporrectodea icterica	332519
Aporrectodea longa	302031
Aporrectodea rosea	27389
Apostichopus japonicus	307972
Apple chlorotic leaf spot virus	73473
Apple latent spherical virus	101688
Apple mosaic virus	12319
Apple stem grooving virus	36402
Apple stem pitting virus	35350
Apricot aster yellows phytoplasma	238671
Apricot latent virus	75387
Apricot pseudo-chlorotic leaf spot virus	307677
Apriona germari	157307
Apteronotus leptorhynchus	36674
Apteryx australis australis	61298
Aquaspirillum arcticum	87645
Aquifex aeolicus	63363
Aquifex aeolicus VF5	224324
Aquifex pyrophilus	2714
Aquilaria sinensis	210372
Aquilegia formosa	223430
Aquilegia formosa x Aquilegia pubescens	338618
Aquilegia vulgaris	3451
Arabella iricolor	65494
Arabidopsis	3701
Arabidopsis arenosa	38785
Arabidopsis cebennensis	97979
Arabidopsis croatica	97980
Arabidopsis halleri	81970
Arabidopsis halleri subsp. gemmifera	63677
Arabidopsis halleri subsp. halleri	81971
Arabidopsis kawasakiana	63680
Arabidopsis lyrata	59689
Arabidopsis lyrata subsp. kamchatica	59690
Arabidopsis lyrata subsp. lyrata	81972
Arabidopsis lyrata subsp. petraea	59691
Arabidopsis suecica	45249
Arabidopsis thaliana	3702
Arabis alpina	50452
Arabis blepharophylla	81973
Arabis hirsuta	78191
Arabis mosaic virus	283676
Arabis mosaic virus large satellite RNA	190809
Arabis procurrens	81981
Arabis pumila	126272
Arabis soyeri subsp. subcoriacea	81975
Aracatuba virus	201444
Arachis diogoi	170720
Arachis duranensis	130453
Arachis hypogaea	3818
Arachis ipaensis	130454
Arachis monticola	227691
Aralia cordata	29746
Araneus diadematus	45920
Araneus quadratus	279270
Araneus ventricosus	182803
Araraquara-like virus strain P5/Cajuru	443745
Araucaria angustifolia	56992
Araucaria virus	308159
Aravan virus	211977
Arbacia punctulata	7641
Arcanobacterium pyogenes	1661
Archaeal BJ1 virus	416419
Archaeoglobus fulgidus	2234
Archaeoglobus fulgidus DSM 4304	224325
Archaeoglobus profundus	84156
Archaster typicus	136937
Archips cerasivoranus nuclear polyhedrosis virus	44564
Archispirostreptus sp. HD-2003	218487
Arcobacter butzleri	28197
Arcobacter cibarius	255507
Arcobacter cryaerophilus	28198
Arcobacter skirrowii	28200
Arctic ground squirrel hepatitis B virus	41952
Arctocephalus australis	161928
Arctocephalus forsteri	29084
Arctocephalus gazella	37190
Arenicola brasiliensis	289432
Arenicola marina	6344
Argania spinosa	85884
Argas reflexus	34604
Argiope amoena	216270
Argiope bruennichi	94029
Argopecten irradians	31199
Argyrosomus regius	172269
Argyrotaenia velutinana	106492
Arisaema heterophyllum	227498
Arisaema lobatum	228826
Aristochromis christyi	143555
Aristolochia contorta	266420
Aristostomias tittmanni	436882
Armadillidium vulgare	13347
Armigeres subalbatus	124917
Armillaria mellea	47429
Armillariella tabescens	245881
Armoracia rusticana	3704
Arnebia euchroma	373122
Artemia franciscana	6661
Artemia parthenogenetica	6663
Artemia persimilis	112779
Artemia salina	85549
Artemia sinica	112780
Artemia sp.	6662
Artemia urmiana	112782
Artemisia annua	35608
Artemisia desertorum	324798
Artemisia tridentata subsp. spiciformis	235357
Artemisia vulgaris	72328
Arthrobacter aurescens	43663
Arthrobacter aurescens TC1	290340
Arthrobacter chlorophenolicus	85085
Arthrobacter crystallopoietes	37928
Arthrobacter dextranolyticus	242599
Arthrobacter globiformis	1665
Arthrobacter ilicis	43665
Arthrobacter keyseri	122866
Arthrobacter nicotianae	37929
Arthrobacter nicotinovorans	29320
Arthrobacter nitroguajacolicus	211146
Arthrobacter pascens	1677
Arthrobacter protophormiae	37930
Arthrobacter psychrolactophilus	92442
Arthrobacter ramosus	1672
Arthrobacter sp.	86041
Arthrobacter sp. 1IN	153502
Arthrobacter sp. A-6	121384
Arthrobacter sp. AD1	213583
Arthrobacter sp. AD2	168809
Arthrobacter sp. AD25	282184
Arthrobacter sp. B-5-MG-1	317017
Arthrobacter sp. BA-5-17	230309
Arthrobacter sp. BP2	209589
Arthrobacter sp. BT801	182456
Arthrobacter sp. C2-2	192168
Arthrobacter sp. Cjts	381294
Arthrobacter sp. F2	321689
Arthrobacter sp. FB24	290399
Arthrobacter sp. FG1	405744
Arthrobacter sp. FHP1	121606
Arthrobacter sp. FV1-1	235930
Arthrobacter sp. H65-7	201499
Arthrobacter sp. IBN110	210770
Arthrobacter sp. K-1	160970
Arthrobacter sp. KM	184230
Arthrobacter sp. KUJ8602	196628
Arthrobacter sp. KW	312977
Arthrobacter sp. L1(2006)	411156
Arthrobacter sp. MCMB-436	273161
Arthrobacter sp. NHB-10	419189
Arthrobacter sp. PJ3	388235
Arthrobacter sp. Q36	104027
Arthrobacter sp. RC100	189516
Arthrobacter sp. RP10	303736
Arthrobacter sp. RP40.7	303737
Arthrobacter sp. S	228746
Arthrobacter sp. S37	85703
Arthrobacter sp. SB	241182
Arthrobacter sp. SU	71255
Arthrobacter sp. TAD20	203265
Arthrobacter sp. TM1	75752
Arthrobacter sp. YCWD3	79671
Arthrobacter ureafaciens	37931
Arthrobacter viscosus	1673
Arthrobotrys conoides	74498
Arthrobotrys multisecundaria	411221
Arthrobotrys oligospora	13349
Arthrobotrys yunnanensis	261300
Arthroderma benhamiae	63400
Arthroderma gypseum	63402
Arthroderma persicolor	65487
Arthrospira maxima	129910
Arthrospira platensis	118562
Arthrospira platensis Ap-s	357682
Arthrospira platensis FACHB341	234712
Arthrospira platensis PCC 9438	399126
Arthrospira platensis Sp-1	365460
Arthrospira platensis Sp-10	365457
Arthrospira platensis Sp-11	365461
Arthrospira platensis Sp-2	365458
Arthrospira platensis Sp-3	365462
Arthrospira platensis Sp-5	365463
Arthrospira platensis Sp-9	365459
Arthrospira platensis Sp-DL	365464
Artichoke mottled crinkle virus	12142
Artocarpus heterophyllus	3489
Artogeia rapae	242265
Arum maculatum	4458
Arvicanthis ansorgei	204747
Arvicanthis niloticus	61156
Arxula adeninivorans	37620
Asarina barclaiana	106275
Asarum europaeum	49456
Ascalaphus macaronius	146496
Ascaridia galli	46685
Ascaris lumbricoides	6252
Ascaris suum	6253
Ascidia sydneiensis samea	79730
Asclepias syriaca	48545
Ascobolus immersus	5191
Ascochyta pisi	47971
Ascophyllum nodosum	52969
Ascosphaera apis	5105
Ascotis selenaria cretacea	414917
Asellus aquaticus	92525
Ashbya gossypii ATCC 10895	284811
Asian elephant endotheliolytic herpesvirus	91179
Asian leopard cat coronavirus Guangxi/F230/2006	441976
Asian prunus virus 1	351427
Asian prunus virus 2	351426
Asian prunus virus 3	351428
Asparagus officinalis	4686
Asparagus virgatus	253809
Asparagus virus 2	39681
Aspergillus aculeatus	5053
Aspergillus avenaceus	36643
Aspergillus awamori	105351
Aspergillus bombycis	109264
Aspergillus candidus	41067
Aspergillus cf. niger BCC14405	266074
Aspergillus clavatus	5057
Aspergillus ficuum	5058
Aspergillus flavus	5059
Aspergillus flavus var. columnaris	41123
Aspergillus foetidus	63131
Aspergillus fumigatus	5085
Aspergillus fumigatus Af293	330879
Aspergillus giganteus	5060
Aspergillus japonicus	34381
Aspergillus kawachii	40384
Aspergillus niger	5061
Aspergillus nomius	41061
Aspergillus ochraceoroseus	138278
Aspergillus ochraceous virus	358008
Aspergillus ochraceus	40380
Aspergillus oryzae	5062
Aspergillus oryzae var. effusus	41124
Aspergillus oryzae var. viridis	301529
Aspergillus parasiticus	5067
Aspergillus phoenicis	5063
Aspergillus pseudotamarii	132259
Aspergillus restrictus	5064
Aspergillus shirousami	5070
Aspergillus sojae	41058
Aspergillus sp. BY-98	404406
Aspergillus sp. L	187393
Aspergillus sulphureus	138284
Aspergillus sydowii	75750
Aspergillus tamarii	41984
Aspergillus terreus	33178
Aspergillus tubingensis	5068
Aspergillus usamii	186680
Aspergillus ustus	40382
Aspergillus versicolor	46472
Aspidoscelis inornata	68352
Aspidoscelis uniparens	37197
Aspius aspius	98928
Astacus astacus	6715
Astatoreochromis alluaudi	40171
Astatotilapia burtoni	8153
Astatotilapia elegans	303557
Astatotilapia nubila	51172
Astatotiliapia aeneocolor	303556
Aster sedifolius	314325
Aster tripolium	74787
Aster yellows phytoplasma	35779
Aster yellows witches'-broom phytoplasma	229545
Aster yellows witches'-broom phytoplasma AYWB	322098
Asterias amurensis	7602
Asterias forbesi	7603
Asterias rubens	7604
Asterias vulgaris	7605
Astragalus bisulcatus	20406
Astragalus membranaceus	83837
Astragalus membranaceus var. mongholicus	119829
Astragalus sinicus	47065
Astrangia lajollaensis	262533
Astropecten brasiliensis	86355
Astrosclera willeyana	85810
Astyanax fasciatus	223369
Astyanax mexicanus	7994
Atelerix albiventris	9368
Ateles belzebuth	9507
Ateles fusciceps	9508
Ateles fusciceps robustus	183327
Ateles geoffroyi	9509
Ateles paniscus	9510
Ateles paniscus x Ateles fusciceps (black spider monkey x	36234
Ateles sp.	9511
Ateline herpesvirus 1	35243
Ateline herpesvirus 2	10380
Ateline herpesvirus 3	85618
Athalia rosae	37344
Athelia rolfsii	39291
Atherina boyeri	87785
Athyrium yokoscense	65704
Atkinsonella hypoxylon virus	37961
Atlantic cod nervous necrosis virus	179708
Atlantic halibut nodavirus	99486
Atlantic salmon reovirus TS	429743
Atlantic salmon swim bladder sarcoma virus	348296
Atractaspis microlepidota andersoni	8600
Atractaspis microlepidota microlepidota	172021
Atractoscion nobilis	259703
Atractylodes lancea	69406
Atrax robustus	6903
Atrax sp. Illawarra	153482
Atrina rigida	61340
Atriplex canescens	35922
Atriplex centralasiatica	192999
Atriplex dimorphostegia	222565
Atriplex gmelini	118074
Atriplex hortensis	34272
Atriplex lentiformis	89475
Atriplex micrantha	421933
Atriplex nummularia	3553
Atriplex patens	407265
Atriplex prostrata	190330
Atriplex tatarica	325520
Atropa belladonna	33113
Atropoides nummifer	44730
Attacus atlas	63978
Attacus ricini nuclear polyhedrosis virus	36357
Attalea bassleriana	384646
Atypical cytopathic virus	37140
Aubrieta deltoidea	81984
Aulonocara hansbaenschi	27781
Aulonocara hueseri	313992
Aura virus	44158
Aurelia aurita	6145
Aureobasidium pullulans	5580
Aureobasidium pullulans var. melanigenum	46634
Auricularia auricula-judae	29892
Auricularia polytricha	29893
Australian bat lyssavirus	90961
Australian bluetongue virus	10895
Australopyrum retrofractum	4597
Austrelaps superbus	29156
Autographa californica MNPV	307456
Autographa californica nucleopolyhedrovirus	46015
Autonomous rat parvovirus RV-Y	155025
Auxenochlorella protothecoides	3075
Auxis rochei	217026
Avena clauda	83523
Avena fatua	4499
Avena longiglumis	4500
Avena nuda	4497
Avena prostrata	279683
Avena sativa	4498
Avena strigosa	38783
Avena ventricosa	146535
Avian adeno-associated virus ATCC VR-865	219704
Avian adeno-associated virus strain DA-1	281492
Avian carcinoma virus	11958
Avian encephalomyelitis virus	70796
Avian endogenous retrovirus EAV-HP	93465
Avian erythroblastosis virus	103898
Avian hepatitis E virus	172851
Avian infectious bronchitis virus	236988
Avian infectious bronchitis virus partridge/GD/S14/2003	284515
Avian leukosis virus	11864
Avian leukosis virus - RSA	363745
Avian leukosis virus HPRS103	363020
Avian leukosis virus LR-9	242521
Avian metapneumovirus	38525
Avian metapneumovirus type B	260584
Avian metapneumovirus type C	227731
Avian myeloblastosis virus	11866
Avian myeloblastosis-associated virus 1/2	31668
Avian myeloblastosis-associated virus type 1	31669
Avian myeloblastosis-associated virus type 2	31670
Avian myelocytomatosis virus	11867
Avian nephritis virus 1	336960
Avian nephritis virus 2	336961
Avian orthoreovirus	38171
Avian orthoreovirus strain 1017-1	253446
Avian orthoreovirus strain 2408	253447
Avian orthoreovirus strain 601G	139873
Avian orthoreovirus strain 601SI	253448
Avian orthoreovirus strain 916	139874
Avian orthoreovirus strain 918	299807
Avian orthoreovirus strain 919	253449
Avian orthoreovirus strain OS161	253450
Avian orthoreovirus strain R2/TW	253451
Avian orthoreovirus strain T6	253452
Avian paramyxovirus 2	35302
Avian paramyxovirus 3b	207247
Avian paramyxovirus 4	28274
Avian paramyxovirus 6	157619
Avian reovirus GEI09 97M	177343
Avian reovirus GEI10 97M	177344
Avian reovirus GEL01 96T	177345
Avian reovirus GEL03 97T	177346
Avian reovirus GEL05 97M	177347
Avian reovirus GEL06 97M	177348
Avian reovirus GEL12 98M	177349
Avian reovirus GEL13a98M	177350
Avian reovirus GEL13b98M	177351
Avian reovirus NLA13 96T	177352
Avian reovirus NLI02 98M	177353
Avian reovirus NLI12 96M	177354
Avian reovirus strain 138	118026
Avian reovirus strain 1733	61431
Avian reovirus strain 176	118025
Avian retrovirus	11955
Avian retrovirus IC10	11874
Avian rotavirus A	31563
Avian rotavirus AvRV-1	292226
Avian rotavirus Ch-1	195702
